,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Property_Area_Metro,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
1251,0.0,1.0,1.0,0.0,0.0,21254.0,25711.0,158.0,360.0,0.0,1.0,0.0,0.0,1.0,0.0
1252,1.0,1.0,0.0,1.0,1.0,42809.0,0.0,186.0,180.0,1.0,0.0,0.0,0.0,1.0,0.0
1253,1.0,0.0,2.0,1.0,0.0,23409.0,0.0,269.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1254,0.0,0.0,0.0,0.0,1.0,26934.0,2528.0,174.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0
1255,0.0,1.0,3.0,0.0,0.0,13060.0,1969.0,127.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0
1256,0.0,1.0,2.0,0.0,0.0,23272.0,1908.0,41.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1257,1.0,1.0,0.0,1.0,0.0,15042.0,2207.0,169.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1259,1.0,1.0,0.0,1.0,0.0,33707.0,0.0,165.0,240.0,-1.0,1.0,0.0,0.0,0.0,1.0
1260,0.0,0.0,3.0,1.0,0.0,9813.0,2040.0,119.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0
1261,0.0,1.0,0.0,0.0,0.0,45901.0,13582.0,159.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0
1262,0.0,1.0,0.0,1.0,1.0,15706.0,0.0,203.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1263,0.0,0.0,3.0,0.0,0.0,38670.0,0.0,167.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0
1264,1.0,1.0,2.0,1.0,1.0,36667.0,3392.0,182.0,180.0,0.0,1.0,0.0,0.0,1.0,0.0
1265,0.0,0.0,1.0,1.0,1.0,24183.0,4327.0,187.0,180.0,1.0,0.0,0.0,0.0,0.0,1.0
1266,0.0,1.0,0.0,0.0,1.0,18666.0,1838.0,134.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0
1267,0.0,0.0,0.0,1.0,1.0,17985.0,2978.0,99.0,180.0,1.0,0.0,0.0,0.0,1.0,0.0
1268,1.0,0.0,2.0,0.0,0.0,12141.0,0.0,164.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0
1269,0.0,0.0,2.0,1.0,1.0,18599.0,0.0,99.0,360.0,0.0,1.0,0.0,0.0,0.0,1.0
1270,1.0,1.0,1.0,1.0,1.0,18981.0,0.0,146.0,360.0,1.0,1.0,0.0,0.0,0.0,1.0
1271,1.0,0.0,3.0,0.0,1.0,28986.0,1731.0,120.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0
1272,1.0,0.0,0.0,0.0,1.0,8632.0,1855.0,114.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1273,1.0,1.0,2.0,0.0,0.0,17560.0,5399.0,171.0,999.0,0.0,1.0,0.0,0.0,1.0,0.0
1274,0.0,1.0,3.0,1.0,1.0,26144.0,0.0,164.0,240.0,1.0,0.0,0.0,0.0,1.0,0.0
1275,1.0,1.0,0.0,0.0,0.0,17318.0,4790.0,148.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0
1276,1.0,0.0,1.0,0.0,1.0,36901.0,0.0,148.0,360.0,1.0,1.0,0.0,1.0,0.0,0.0
1277,1.0,1.0,3.0,0.0,0.0,14610.0,2576.0,208.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0
1278,1.0,1.0,2.0,0.0,0.0,25162.0,7316.0,129.0,180.0,1.0,0.0,0.0,1.0,0.0,0.0
1279,0.0,0.0,0.0,1.0,0.0,11422.0,0.0,194.0,360.0,1.0,0.0,0.0,0.0,1.0,0.0
1280,0.0,0.0,0.0,0.0,1.0,11528.0,0.0,168.0,240.0,1.0,0.0,0.0,0.0,1.0,0.0
1281,0.0,0.0,2.0,1.0,0.0,17457.0,0.0,204.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1282,0.0,1.0,2.0,1.0,0.0,27428.0,7862.0,247.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0
1283,1.0,1.0,3.0,0.0,1.0,18641.0,0.0,122.0,360.0,1.0,1.0,0.0,1.0,0.0,0.0
1284,0.0,1.0,1.0,1.0,1.0,17103.0,0.0,131.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1285,0.0,0.0,0.0,0.0,0.0,59328.0,3167.0,123.0,180.0,0.0,1.0,0.0,0.0,1.0,0.0
1286,0.0,0.0,0.0,1.0,1.0,14712.0,0.0,137.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1287,0.0,0.0,3.0,0.0,0.0,12043.0,0.0,161.0,360.0,1.0,1.0,0.0,0.0,0.0,1.0
1288,0.0,0.0,0.0,1.0,0.0,18017.0,0.0,153.0,240.0,1.0,0.0,0.0,1.0,0.0,0.0
1289,1.0,0.0,2.0,1.0,1.0,17870.0,3926.0,81.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1290,0.0,0.0,1.0,1.0,1.0,9731.0,6260.0,197.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
1291,1.0,1.0,2.0,1.0,1.0,63754.0,0.0,194.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1292,1.0,1.0,3.0,1.0,0.0,19145.0,0.0,151.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
1293,1.0,1.0,2.0,1.0,0.0,27996.0,668.0,255.0,180.0,1.0,0.0,0.0,1.0,0.0,0.0
1294,0.0,1.0,3.0,1.0,0.0,28682.0,0.0,191.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0
1295,1.0,1.0,1.0,0.0,1.0,8606.0,2772.0,82.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0
1296,1.0,1.0,1.0,1.0,0.0,19998.0,5344.0,145.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
1298,0.0,1.0,2.0,0.0,0.0,23442.0,5144.0,133.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
1299,0.0,0.0,1.0,1.0,1.0,19413.0,0.0,187.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0
1300,0.0,1.0,3.0,0.0,0.0,15517.0,0.0,129.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1301,1.0,0.0,3.0,0.0,1.0,22646.0,0.0,133.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0
1302,1.0,1.0,0.0,0.0,0.0,12846.0,0.0,183.0,360.0,1.0,0.0,0.0,0.0,1.0,0.0
1303,1.0,1.0,1.0,0.0,0.0,9664.0,8629.0,171.0,240.0,0.0,1.0,0.0,0.0,0.0,1.0
1304,0.0,1.0,0.0,0.0,1.0,23536.0,0.0,166.0,180.0,2.0,0.0,0.0,0.0,1.0,0.0
1305,0.0,1.0,1.0,0.0,1.0,11595.0,0.0,166.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0
1306,1.0,0.0,3.0,1.0,0.0,17847.0,3197.0,72.0,240.0,0.0,1.0,1.0,0.0,0.0,0.0
1307,1.0,0.0,2.0,1.0,1.0,14917.0,0.0,82.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1308,1.0,0.0,1.0,0.0,0.0,8144.0,0.0,151.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0
1309,0.0,0.0,0.0,1.0,0.0,13848.0,0.0,187.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0
1310,0.0,1.0,3.0,0.0,0.0,41092.0,2073.0,153.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0
1311,1.0,1.0,1.0,0.0,0.0,26249.0,1660.0,71.0,120.0,1.0,1.0,0.0,0.0,1.0,0.0
1312,1.0,0.0,3.0,1.0,1.0,21436.0,0.0,88.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1313,1.0,0.0,2.0,1.0,0.0,25302.0,0.0,177.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1314,0.0,1.0,0.0,0.0,1.0,14466.0,0.0,203.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0
1315,0.0,1.0,0.0,1.0,0.0,10616.0,0.0,171.0,120.0,1.0,1.0,0.0,0.0,0.0,1.0
1316,1.0,0.0,1.0,0.0,1.0,41761.0,0.0,122.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1317,0.0,1.0,0.0,1.0,0.0,12520.0,0.0,166.0,180.0,0.0,1.0,0.0,1.0,0.0,0.0
1318,0.0,1.0,1.0,0.0,0.0,15161.0,0.0,159.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0
1319,1.0,0.0,3.0,0.0,1.0,19646.0,0.0,121.0,360.0,1.0,1.0,0.0,0.0,0.0,1.0
1320,1.0,1.0,0.0,1.0,1.0,23140.0,0.0,154.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1321,0.0,1.0,3.0,1.0,1.0,9391.0,852.0,240.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1322,0.0,1.0,3.0,1.0,1.0,37950.0,6547.0,131.0,180.0,1.0,1.0,0.0,1.0,0.0,0.0
1323,1.0,0.0,2.0,0.0,0.0,38996.0,5042.0,153.0,240.0,1.0,0.0,0.0,1.0,0.0,0.0
1324,0.0,0.0,2.0,1.0,1.0,46462.0,427.0,73.0,360.0,1.0,0.0,0.0,0.0,0.0,1.0
1325,1.0,1.0,0.0,0.0,0.0,37345.0,2215.0,78.0,120.0,1.0,1.0,0.0,0.0,0.0,1.0
1326,1.0,1.0,1.0,0.0,1.0,8501.0,1705.0,123.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1327,0.0,0.0,1.0,1.0,0.0,11612.0,4914.0,179.0,180.0,0.0,1.0,0.0,1.0,0.0,0.0
1328,1.0,1.0,0.0,0.0,1.0,17641.0,0.0,106.0,180.0,-1.0,1.0,0.0,0.0,1.0,0.0
1329,0.0,1.0,2.0,1.0,1.0,6516.0,1453.0,153.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0
1330,1.0,1.0,0.0,0.0,1.0,17201.0,3095.0,108.0,360.0,-1.0,1.0,0.0,0.0,1.0,0.0
1331,1.0,1.0,0.0,1.0,1.0,14441.0,0.0,90.0,360.0,0.0,0.0,0.0,1.0,0.0,0.0
1332,0.0,1.0,0.0,0.0,0.0,12776.0,828.0,162.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0
1333,1.0,0.0,0.0,1.0,0.0,10847.0,1702.0,245.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0
1334,1.0,0.0,2.0,0.0,0.0,27372.0,0.0,86.0,360.0,0.0,0.0,0.0,0.0,0.0,1.0
1335,1.0,1.0,0.0,0.0,1.0,20144.0,0.0,231.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0
1336,1.0,0.0,2.0,0.0,1.0,13227.0,2058.0,102.0,360.0,1.0,1.0,0.0,0.0,0.0,1.0
1337,0.0,0.0,1.0,1.0,0.0,10439.0,0.0,171.0,120.0,0.0,1.0,0.0,0.0,0.0,1.0
1338,1.0,1.0,0.0,0.0,1.0,43104.0,2566.0,127.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0
1339,0.0,1.0,0.0,1.0,1.0,15587.0,4623.0,207.0,180.0,1.0,0.0,0.0,0.0,1.0,0.0
1340,1.0,0.0,1.0,0.0,0.0,18096.0,0.0,164.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
1341,0.0,0.0,3.0,1.0,1.0,29169.0,3146.0,146.0,360.0,2.0,1.0,0.0,1.0,0.0,0.0
1342,0.0,1.0,2.0,0.0,0.0,14459.0,2896.0,197.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0
1343,0.0,0.0,2.0,0.0,1.0,37122.0,452.0,91.0,360.0,1.0,0.0,0.0,1.0,0.0,0.0
1344,1.0,1.0,3.0,0.0,0.0,23532.0,2022.0,123.0,360.0,1.0,1.0,0.0,0.0,0.0,1.0
1345,0.0,1.0,3.0,0.0,0.0,31986.0,2009.0,151.0,120.0,1.0,1.0,0.0,0.0,1.0,0.0
1346,1.0,0.0,1.0,1.0,0.0,11301.0,7353.0,141.0,999.0,1.0,0.0,0.0,0.0,0.0,1.0
1347,1.0,0.0,0.0,0.0,0.0,31200.0,0.0,229.0,240.0,1.0,0.0,0.0,1.0,0.0,0.0
1348,1.0,0.0,1.0,0.0,0.0,30419.0,1946.0,54.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0
1349,1.0,1.0,3.0,0.0,1.0,17963.0,14273.0,196.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1350,0.0,0.0,3.0,0.0,1.0,14598.0,0.0,152.0,120.0,1.0,1.0,1.0,0.0,0.0,0.0
1351,0.0,0.0,1.0,0.0,0.0,9984.0,1660.0,116.0,240.0,0.0,1.0,0.0,0.0,0.0,1.0
1352,0.0,0.0,3.0,1.0,0.0,28815.0,0.0,73.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0
1353,0.0,0.0,2.0,0.0,1.0,45235.0,1508.0,163.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0
1354,1.0,1.0,1.0,0.0,0.0,28079.0,0.0,98.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1355,1.0,0.0,2.0,0.0,0.0,21659.0,0.0,188.0,180.0,0.0,1.0,0.0,1.0,0.0,0.0
1356,1.0,1.0,1.0,0.0,0.0,19267.0,0.0,233.0,360.0,1.0,0.0,0.0,0.0,1.0,0.0
1357,0.0,0.0,3.0,1.0,0.0,18306.0,3746.0,123.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0
1358,1.0,1.0,2.0,0.0,0.0,25136.0,3523.0,256.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1359,0.0,1.0,2.0,0.0,1.0,29355.0,2849.0,98.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0
1360,0.0,0.0,0.0,1.0,1.0,20238.0,0.0,184.0,360.0,0.0,0.0,0.0,1.0,0.0,0.0
1361,1.0,1.0,1.0,0.0,0.0,7050.0,0.0,121.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0
1362,1.0,0.0,3.0,0.0,0.0,10798.0,8671.0,138.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0
1363,0.0,0.0,2.0,1.0,0.0,13452.0,0.0,164.0,360.0,1.0,1.0,0.0,0.0,0.0,1.0
1364,0.0,0.0,1.0,1.0,0.0,41329.0,1900.0,219.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1365,0.0,1.0,1.0,0.0,0.0,48742.0,0.0,214.0,120.0,0.0,1.0,0.0,0.0,1.0,0.0
1366,0.0,0.0,2.0,0.0,0.0,21891.0,5301.0,151.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0
1367,1.0,1.0,3.0,1.0,1.0,18044.0,7183.0,156.0,240.0,0.0,1.0,0.0,0.0,0.0,1.0
1368,0.0,0.0,2.0,0.0,0.0,9032.0,1367.0,79.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1369,0.0,0.0,1.0,1.0,0.0,14920.0,0.0,145.0,120.0,1.0,1.0,0.0,1.0,0.0,0.0
1370,0.0,1.0,3.0,0.0,1.0,15815.0,3142.0,121.0,120.0,1.0,0.0,0.0,1.0,0.0,0.0
1371,1.0,1.0,2.0,1.0,0.0,19525.0,0.0,87.0,240.0,0.0,1.0,0.0,0.0,0.0,1.0
1372,0.0,1.0,2.0,1.0,1.0,21018.0,0.0,197.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0
1373,0.0,0.0,0.0,0.0,0.0,36446.0,4688.0,196.0,240.0,0.0,0.0,0.0,0.0,1.0,0.0
1374,1.0,0.0,1.0,0.0,0.0,12061.0,1750.0,198.0,180.0,1.0,1.0,0.0,1.0,0.0,0.0
1375,1.0,1.0,1.0,0.0,1.0,18311.0,0.0,191.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0
1376,1.0,1.0,0.0,1.0,0.0,21152.0,1295.0,109.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1377,0.0,0.0,2.0,1.0,1.0,26801.0,0.0,207.0,240.0,0.0,1.0,0.0,1.0,0.0,0.0
1378,0.0,0.0,1.0,0.0,0.0,10207.0,0.0,151.0,360.0,1.0,0.0,0.0,0.0,0.0,1.0
1379,1.0,1.0,0.0,0.0,0.0,23911.0,2053.0,90.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0
1380,0.0,0.0,0.0,1.0,0.0,14634.0,430.0,243.0,120.0,0.0,1.0,0.0,0.0,1.0,0.0
1381,0.0,0.0,1.0,1.0,1.0,23141.0,0.0,125.0,120.0,1.0,0.0,0.0,1.0,0.0,0.0
1382,0.0,0.0,0.0,0.0,0.0,47874.0,7877.0,70.0,180.0,1.0,1.0,0.0,1.0,0.0,0.0
1384,0.0,0.0,3.0,1.0,0.0,16548.0,971.0,111.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0
1385,0.0,0.0,3.0,1.0,0.0,24885.0,0.0,80.0,360.0,1.0,0.0,0.0,0.0,1.0,0.0
1386,1.0,0.0,3.0,0.0,1.0,64128.0,1169.0,62.0,180.0,1.0,1.0,0.0,1.0,0.0,0.0
1387,1.0,1.0,2.0,0.0,1.0,12858.0,0.0,79.0,240.0,0.0,0.0,0.0,1.0,0.0,0.0
1388,1.0,1.0,0.0,1.0,1.0,6842.0,0.0,163.0,240.0,0.0,1.0,0.0,0.0,0.0,1.0
1389,0.0,1.0,0.0,1.0,0.0,34283.0,1601.0,143.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0
1390,1.0,0.0,1.0,1.0,1.0,18615.0,3186.0,153.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0
1391,0.0,0.0,1.0,1.0,1.0,21382.0,3000.0,182.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1392,1.0,0.0,3.0,1.0,1.0,13521.0,4330.0,87.0,240.0,1.0,0.0,0.0,0.0,1.0,0.0
1393,0.0,1.0,2.0,1.0,0.0,17560.0,0.0,99.0,180.0,1.0,0.0,0.0,0.0,1.0,0.0
1394,0.0,0.0,0.0,0.0,1.0,5315.0,3345.0,119.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1395,1.0,1.0,1.0,1.0,1.0,18605.0,4042.0,148.0,240.0,0.0,1.0,0.0,0.0,0.0,1.0
1396,1.0,1.0,3.0,1.0,0.0,47360.0,0.0,156.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1397,1.0,1.0,3.0,0.0,1.0,35255.0,0.0,174.0,180.0,0.0,1.0,0.0,0.0,1.0,0.0
1398,0.0,0.0,0.0,1.0,0.0,22767.0,7042.0,189.0,360.0,1.0,0.0,0.0,0.0,0.0,1.0
1399,1.0,1.0,3.0,1.0,1.0,21704.0,663.0,94.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0
1400,1.0,1.0,2.0,0.0,0.0,52605.0,5728.0,195.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0
1401,0.0,1.0,0.0,0.0,0.0,16453.0,0.0,168.0,180.0,0.0,1.0,1.0,0.0,0.0,0.0
1402,1.0,1.0,0.0,1.0,1.0,6567.0,4500.0,199.0,120.0,0.0,1.0,0.0,0.0,0.0,1.0
1403,1.0,0.0,0.0,1.0,1.0,25632.0,11718.0,171.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0
1404,0.0,0.0,2.0,0.0,0.0,21806.0,449.0,166.0,180.0,1.0,0.0,0.0,0.0,0.0,1.0
1405,1.0,1.0,0.0,1.0,0.0,24283.0,0.0,153.0,240.0,1.0,0.0,0.0,1.0,0.0,0.0
1406,0.0,1.0,0.0,1.0,0.0,21675.0,3144.0,121.0,180.0,1.0,0.0,0.0,0.0,1.0,0.0
1407,0.0,0.0,2.0,0.0,0.0,23130.0,1433.0,163.0,240.0,0.0,0.0,0.0,1.0,0.0,0.0
1408,1.0,1.0,0.0,0.0,0.0,10584.0,0.0,66.0,120.0,0.0,1.0,0.0,0.0,1.0,0.0
1409,0.0,0.0,2.0,1.0,0.0,30939.0,4699.0,94.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0
1410,0.0,0.0,3.0,0.0,1.0,27483.0,0.0,124.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
1411,0.0,0.0,1.0,1.0,1.0,28558.0,0.0,167.0,120.0,1.0,1.0,0.0,0.0,0.0,1.0
1412,1.0,1.0,3.0,1.0,0.0,19878.0,0.0,109.0,360.0,1.0,1.0,0.0,0.0,0.0,1.0
1413,0.0,0.0,2.0,1.0,0.0,13887.0,5023.0,131.0,360.0,0.0,1.0,0.0,0.0,0.0,1.0
1414,1.0,1.0,2.0,1.0,0.0,20199.0,0.0,139.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0
1415,0.0,1.0,2.0,0.0,0.0,36524.0,0.0,134.0,120.0,1.0,0.0,0.0,0.0,1.0,0.0
1416,0.0,1.0,2.0,1.0,0.0,10830.0,0.0,38.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0
1417,0.0,1.0,1.0,1.0,0.0,23503.0,4997.0,143.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0
1418,0.0,0.0,2.0,0.0,0.0,10150.0,0.0,75.0,180.0,0.0,1.0,0.0,1.0,0.0,0.0
1419,0.0,0.0,1.0,0.0,1.0,12847.0,3743.0,218.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0
1420,1.0,1.0,2.0,1.0,0.0,9674.0,0.0,226.0,120.0,0.0,1.0,0.0,0.0,0.0,1.0
1421,1.0,0.0,0.0,1.0,0.0,113002.0,1142.0,183.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
1422,1.0,0.0,2.0,0.0,1.0,25878.0,0.0,70.0,180.0,0.0,1.0,0.0,0.0,1.0,0.0
1423,1.0,1.0,3.0,0.0,1.0,28095.0,6269.0,142.0,180.0,0.0,1.0,0.0,0.0,1.0,0.0
1424,1.0,0.0,0.0,0.0,1.0,27013.0,3470.0,137.0,120.0,1.0,1.0,0.0,0.0,0.0,1.0
1425,0.0,0.0,1.0,0.0,0.0,20628.0,0.0,166.0,360.0,1.0,0.0,0.0,0.0,1.0,0.0
1426,0.0,0.0,1.0,0.0,1.0,21530.0,0.0,202.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
1427,1.0,0.0,3.0,0.0,0.0,15604.0,0.0,174.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
1428,1.0,1.0,3.0,1.0,0.0,52848.0,0.0,210.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1429,1.0,1.0,3.0,1.0,1.0,26218.0,3218.0,136.0,180.0,1.0,1.0,0.0,0.0,1.0,0.0
1430,1.0,0.0,2.0,0.0,0.0,35387.0,0.0,179.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0
1431,0.0,0.0,3.0,0.0,0.0,15392.0,0.0,77.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0
1432,1.0,1.0,3.0,0.0,0.0,5619.0,3570.0,119.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1433,0.0,1.0,3.0,0.0,1.0,20332.0,1619.0,89.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0
1434,1.0,1.0,2.0,0.0,0.0,20925.0,1647.0,1500.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0
1435,1.0,1.0,2.0,1.0,0.0,11741.0,4042.0,161.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1436,1.0,0.0,1.0,1.0,1.0,21685.0,4857.0,124.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0
1437,1.0,0.0,3.0,1.0,0.0,27621.0,3054.0,224.0,360.0,0.0,1.0,0.0,0.0,0.0,1.0
1439,1.0,0.0,0.0,1.0,0.0,18693.0,1288.0,129.0,180.0,1.0,1.0,0.0,0.0,1.0,0.0
1440,0.0,1.0,2.0,1.0,1.0,30105.0,7426.0,191.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0
1441,0.0,0.0,2.0,1.0,0.0,14308.0,0.0,113.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
1442,1.0,0.0,3.0,0.0,1.0,31078.0,0.0,176.0,999.0,1.0,1.0,0.0,0.0,0.0,1.0
1443,0.0,1.0,2.0,0.0,1.0,21050.0,0.0,120.0,120.0,0.0,1.0,0.0,0.0,0.0,1.0
1444,0.0,0.0,1.0,0.0,0.0,24821.0,4505.0,9999.0,180.0,1.0,1.0,0.0,0.0,1.0,0.0
1445,0.0,0.0,1.0,1.0,0.0,19764.0,0.0,86.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1446,0.0,0.0,2.0,0.0,0.0,16121.0,1054.0,135.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0
1447,1.0,0.0,2.0,0.0,0.0,6928.0,0.0,211.0,360.0,0.0,1.0,0.0,0.0,1.0,0.0
1448,1.0,1.0,3.0,0.0,0.0,19265.0,8797.0,188.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0
1449,1.0,1.0,2.0,0.0,1.0,26592.0,1895.0,70.0,180.0,2.0,1.0,1.0,0.0,0.0,0.0
1450,1.0,0.0,2.0,0.0,0.0,22218.0,0.0,242.0,120.0,1.0,0.0,0.0,0.0,1.0,0.0
1451,0.0,0.0,3.0,1.0,0.0,15139.0,7679.0,96.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1452,0.0,1.0,0.0,1.0,1.0,71695.0,898.0,175.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0
1453,0.0,0.0,3.0,0.0,0.0,12717.0,2907.0,85.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
1454,0.0,1.0,3.0,1.0,1.0,14533.0,0.0,239.0,240.0,0.0,0.0,0.0,0.0,1.0,0.0
1455,1.0,0.0,1.0,0.0,1.0,16240.0,1507.0,124.0,180.0,1.0,0.0,0.0,1.0,0.0,0.0
1456,1.0,1.0,1.0,0.0,1.0,25037.0,0.0,216.0,240.0,1.0,0.0,0.0,1.0,0.0,0.0
1457,1.0,0.0,3.0,1.0,1.0,47959.0,2364.0,175.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1458,1.0,1.0,2.0,1.0,1.0,28006.0,1157.0,177.0,360.0,1.0,0.0,0.0,0.0,0.0,1.0
1459,0.0,1.0,2.0,0.0,0.0,39670.0,0.0,245.0,360.0,-1.0,1.0,0.0,0.0,0.0,1.0
1460,0.0,0.0,2.0,0.0,1.0,24166.0,0.0,236.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0
1461,0.0,1.0,3.0,1.0,0.0,28174.0,0.0,93.0,240.0,1.0,1.0,0.0,0.0,0.0,1.0
1462,1.0,0.0,2.0,1.0,1.0,8664.0,3534.0,83.0,180.0,0.0,1.0,0.0,1.0,0.0,0.0
1464,0.0,0.0,1.0,1.0,0.0,45028.0,3464.0,119.0,180.0,1.0,1.0,0.0,0.0,0.0,1.0
1465,0.0,1.0,0.0,0.0,1.0,34370.0,0.0,102.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0
1466,0.0,0.0,0.0,1.0,1.0,16593.0,12064.0,163.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0
1468,0.0,0.0,1.0,1.0,1.0,23242.0,1660.0,160.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0
1469,0.0,0.0,0.0,1.0,0.0,29099.0,0.0,178.0,360.0,0.0,1.0,0.0,1.0,0.0,0.0
1470,1.0,1.0,3.0,0.0,0.0,13701.0,3612.0,176.0,240.0,0.0,0.0,0.0,1.0,0.0,0.0
1471,0.0,0.0,1.0,1.0,0.0,31711.0,3002.0,121.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0
